Ship,Cruise,DateUTC,TimeUTC,Station,Cast,LongDeg,LongMin,LongHem,LatDeg,LatMin,LatHem,Longitude,Latitude,WaterDepthM,SampleDepthM,Bottom_OxMgL,SEAMAP
OREGON II,259,7/14/2004,11:54 AM,268,0,89,46.7202,W,28,52.6500,N,-89.778670,28.877500,0,53.4,2.87850,
OREGON II,259,7/14/2004,01:19 PM,269,0,89,38.0802,W,29,1.3800,N,-89.634670,29.023000,0,33.8,3.60066,
OREGON II,259,7/14/2004,02:26 PM,270,0,89,35.8998,W,29,0.0198,N,-89.598330,29.000330,0,32.8,3.56786,
OREGON II,259,7/14/2004,08:54 PM,271,0,89,30.1098,W,28,59.7102,N,-89.501830,28.995170,0,16.5,3.33506,
OREGON II,259,7/14/2004,07:29 PM,272,0,89,55.8402,W,29,10.7100,N,-89.930670,29.178500,0,12.5,0.07176,
OREGON II,259,7/14/2004,09:02 PM,273,0,89,51.8598,W,29,9.1998,N,-89.864330,29.153330,0,17.3,0.57754,
OREGON II,259,7/14/2004,10:26 PM,274,0,89,46.3002,W,29,5.0202,N,-89.771670,29.083670,0,27.7,3.27654,
OREGON II,259,7/15/2004,12:39 AM,275,0,89,35.9898,W,29,2.6400,N,-89.599830,29.044000,0,18.4,2.16796,
OREGON II,259,7/15/2004,01:22 AM,276,0,89,32.9400,W,28,58.7502,N,-89.549000,28.979170,0,31.3,3.42384,
OREGON II,259,7/15/2004,05:10 AM,278,0,89,41.4402,W,28,51.5802,N,-89.690670,28.859670,0,64.9,2.22696,
OREGON II,259,7/15/2004,07:33 AM,279,0,89,53.2998,W,29,13.0002,N,-89.888330,29.216670,0,10.5,0.05847,
OREGON II,259,7/15/2004,11:10 AM,280,0,89,36.7998,W,29,5.3298,N,-89.613330,29.088830,0,16.9,1.96281,
