Ship,Cruise,DateUTC,TimeUTC,Station,Cast,LongDeg,LongMin,LongHem,LatDeg,LatMin,LatHem,Longitude,Latitude,WaterDepthM,SampleDepthM,Bottom_OxMgL,Temperature,Fluorescence
OREGON II,276,6/16/2007,09:48 AM,40,0,97,10.2900,W,26,25.2300,N,-97.171500,26.420500,0,17.1,5.81430,https://www.ncei.noaa.gov/waf/hypoxia-waf/documents/hypoxia/DataPlots/2007/Temperature/040C01_proc.jpg,https://www.ncei.noaa.gov/waf/hypoxia-waf/documents/hypoxia/DataPlots/2007/Fluorescence/040C01_proc_flS_xmiss_density.jpg
OREGON II,276,6/16/2007,12:09 PM,41,0,97,10.1202,W,26,32.2500,N,-97.168670,26.537500,0,20.2,5.74366,https://www.ncei.noaa.gov/waf/hypoxia-waf/documents/hypoxia/DataPlots/2007/Temperature/041C01_proc.jpg,https://www.ncei.noaa.gov/waf/hypoxia-waf/documents/hypoxia/DataPlots/2007/Fluorescence/041C01_proc_flS_xmiss_density.jpg
OREGON II,276,6/16/2007,12:46 PM,42,0,97,7.2498,W,26,30.2100,N,-97.120830,26.503500,0,21.1,5.58282,https://www.ncei.noaa.gov/waf/hypoxia-waf/documents/hypoxia/DataPlots/2007/Temperature/042C01_proc.jpg,https://www.ncei.noaa.gov/waf/hypoxia-waf/documents/hypoxia/DataPlots/2007/Fluorescence/042C01_proc_flS_xmiss_density.jpg
OREGON II,276,6/16/2007,03:07 PM,43,0,97,14.4600,W,26,34.8498,N,-97.241000,26.580830,0,16.1,5.33114,https://www.ncei.noaa.gov/waf/hypoxia-waf/documents/hypoxia/DataPlots/2007/Temperature/043C01_proc.jpg,https://www.ncei.noaa.gov/waf/hypoxia-waf/documents/hypoxia/DataPlots/2007/Fluorescence/043C01_proc_flS_xmiss_density.jpg
OREGON II,276,6/16/2007,04:16 PM,44,0,97,7.2498,W,26,40.9398,N,-97.120830,26.682330,0,30.3,4.16939,https://www.ncei.noaa.gov/waf/hypoxia-waf/documents/hypoxia/DataPlots/2007/Temperature/044C01_proc.jpg,https://www.ncei.noaa.gov/waf/hypoxia-waf/documents/hypoxia/DataPlots/2007/Fluorescence/044C01_proc_flS_xmiss_density.jpg
OREGON II,276,6/16/2007,07:37 PM,45,0,97,15.9402,W,26,58.1202,N,-97.265670,26.968670,0,23.1,5.20787,https://www.ncei.noaa.gov/waf/hypoxia-waf/documents/hypoxia/DataPlots/2007/Temperature/045C01_proc.jpg,https://www.ncei.noaa.gov/waf/hypoxia-waf/documents/hypoxia/DataPlots/2007/Fluorescence/045C01_proc_flS_xmiss_density.jpg
OREGON II,276,6/16/2007,09:08 PM,46,0,97,15.5202,W,27,11.1498,N,-97.258670,27.185830,0,21.9,5.64547,https://www.ncei.noaa.gov/waf/hypoxia-waf/documents/hypoxia/DataPlots/2007/Temperature/046C01_proc.jpg,https://www.ncei.noaa.gov/waf/hypoxia-waf/documents/hypoxia/DataPlots/2007/Fluorescence/046C01_proc_flS_xmiss_density.jpg
OREGON II,276,6/17/2007,12:03 AM,47,0,97,4.1298,W,27,7.6698,N,-97.068830,27.127830,0,34.1,5.34566,https://www.ncei.noaa.gov/waf/hypoxia-waf/documents/hypoxia/DataPlots/2007/Temperature/047C01_proc.jpg,https://www.ncei.noaa.gov/waf/hypoxia-waf/documents/hypoxia/DataPlots/2007/Fluorescence/047C01_proc_flS_xmiss_density.jpg
OREGON II,276,6/17/2007,01:27 AM,48,0,97,0.3300,W,27,0.2298,N,-97.005500,27.003830,0,40.3,5.89289,https://www.ncei.noaa.gov/waf/hypoxia-waf/documents/hypoxia/DataPlots/2007/Temperature/048C01_proc.jpg,https://www.ncei.noaa.gov/waf/hypoxia-waf/documents/hypoxia/DataPlots/2007/Fluorescence/048C01_proc_flS_xmiss_density.jpg
OREGON II,276,6/17/2007,02:48 AM,49,0,97,5.7600,W,27,3.8898,N,-97.096000,27.064830,0,32.5,5.46847,https://www.ncei.noaa.gov/waf/hypoxia-waf/documents/hypoxia/DataPlots/2007/Temperature/049C01_proc.jpg,https://www.ncei.noaa.gov/waf/hypoxia-waf/documents/hypoxia/DataPlots/2007/Fluorescence/049C01_proc_flS_xmiss_density.jpg
OREGON II,276,6/17/2007,06:17 AM,50,0,97,20.5098,W,26,55.3200,N,-97.341830,26.922000,0,14.7,5.13438,https://www.ncei.noaa.gov/waf/hypoxia-waf/documents/hypoxia/DataPlots/2007/Temperature/050C01_proc.jpg,https://www.ncei.noaa.gov/waf/hypoxia-waf/documents/hypoxia/DataPlots/2007/Fluorescence/050C01_proc_flS_xmiss_density.jpg
OREGON II,276,6/17/2007,08:13 AM,51,0,97,13.7202,W,26,46.7400,N,-97.228670,26.779000,0,22.2,5.58721,https://www.ncei.noaa.gov/waf/hypoxia-waf/documents/hypoxia/DataPlots/2007/Temperature/051C01_proc.jpg,https://www.ncei.noaa.gov/waf/hypoxia-waf/documents/hypoxia/DataPlots/2007/Fluorescence/051C01_proc_flS_xmiss_density.jpg
OREGON II,276,6/17/2007,09:32 AM,52,0,97,2.8602,W,26,43.2402,N,-97.047670,26.720670,0,35.1,4.72064,https://www.ncei.noaa.gov/waf/hypoxia-waf/documents/hypoxia/DataPlots/2007/Temperature/052C01_proc.jpg,https://www.ncei.noaa.gov/waf/hypoxia-waf/documents/hypoxia/DataPlots/2007/Fluorescence/052C01_proc_flS_xmiss_density.jpg
OREGON II,276,6/17/2007,12:35 PM,53,0,96,48.7098,W,27,2.2002,N,-96.811830,27.036670,0,64.3,4.86637,https://www.ncei.noaa.gov/waf/hypoxia-waf/documents/hypoxia/DataPlots/2007/Temperature/053C01_proc.jpg,https://www.ncei.noaa.gov/waf/hypoxia-waf/documents/hypoxia/DataPlots/2007/Fluorescence/053C01_proc_flS_xmiss_density.jpg
OREGON II,276,6/21/2007,04:19 AM,91,0,96,27.6702,W,28,13.9698,N,-96.461170,28.232830,0,15.4,5.07798,https://www.ncei.noaa.gov/waf/hypoxia-waf/documents/hypoxia/DataPlots/2007/Temperature/091C01_proc.jpg,https://www.ncei.noaa.gov/waf/hypoxia-waf/documents/hypoxia/DataPlots/2007/Fluorescence/091C01_proc_flS_xmiss_density.jpg
OREGON II,276,6/21/2007,07:13 AM,92,0,96,29.7300,W,27,57.3000,N,-96.495500,27.955000,0,30.2,2.82668,https://www.ncei.noaa.gov/waf/hypoxia-waf/documents/hypoxia/DataPlots/2007/Temperature/092C01_proc.jpg,https://www.ncei.noaa.gov/waf/hypoxia-waf/documents/hypoxia/DataPlots/2007/Fluorescence/092C01_proc_flS_xmiss_density.jpg
OREGON II,276,6/21/2007,09:16 AM,93,0,96,10.7202,W,27,59.5800,N,-96.178670,27.993000,0,40.5,4.51978,https://www.ncei.noaa.gov/waf/hypoxia-waf/documents/hypoxia/DataPlots/2007/Temperature/093C01_proc.jpg,https://www.ncei.noaa.gov/waf/hypoxia-waf/documents/hypoxia/DataPlots/2007/Fluorescence/093C01_proc_flS_xmiss_density.jpg
OREGON II,276,6/21/2007,12:42 PM,94,0,95,51.2298,W,27,55.6602,N,-95.853830,27.927670,0,53.8,5.72059,https://www.ncei.noaa.gov/waf/hypoxia-waf/documents/hypoxia/DataPlots/2007/Temperature/094C01_proc.jpg,https://www.ncei.noaa.gov/waf/hypoxia-waf/documents/hypoxia/DataPlots/2007/Fluorescence/094C01_proc_flS_xmiss_density.jpg
OREGON II,276,6/21/2007,07:48 PM,97,0,95,45.8298,W,27,41.2998,N,-95.763830,27.688330,0,116.2,4.27939,https://www.ncei.noaa.gov/waf/hypoxia-waf/documents/hypoxia/DataPlots/2007/Temperature/097C01_proc.jpg,https://www.ncei.noaa.gov/waf/hypoxia-waf/documents/hypoxia/DataPlots/2007/Fluorescence/097C01_proc_flS_xmiss_density.jpg
OREGON II,276,6/21/2007,11:36 PM,98,0,95,24.2100,W,27,51.6702,N,-95.403500,27.861170,0,87.1,5.09721,https://www.ncei.noaa.gov/waf/hypoxia-waf/documents/hypoxia/DataPlots/2007/Temperature/098C01_proc.jpg,https://www.ncei.noaa.gov/waf/hypoxia-waf/documents/hypoxia/DataPlots/2007/Fluorescence/098C01_proc_flS_xmiss_density.jpg
OREGON II,276,6/22/2007,01:28 AM,99,0,95,29.8698,W,27,59.9100,N,-95.497830,27.998500,0,55.0,6.13743,https://www.ncei.noaa.gov/waf/hypoxia-waf/documents/hypoxia/DataPlots/2007/Temperature/099C01_proc.jpg,https://www.ncei.noaa.gov/waf/hypoxia-waf/documents/hypoxia/DataPlots/2007/Fluorescence/099C01_proc_flS_xmiss_density.jpg
OREGON II,276,6/22/2007,05:43 AM,100,0,95,0.0498,W,28,30.0402,N,-95.000830,28.500670,0,33.6,5.44670,https://www.ncei.noaa.gov/waf/hypoxia-waf/documents/hypoxia/DataPlots/2007/Temperature/100C01_proc.jpg,https://www.ncei.noaa.gov/waf/hypoxia-waf/documents/hypoxia/DataPlots/2007/Fluorescence/100C01_proc_flS_xmiss_density.jpg
OREGON II,276,6/25/2007,02:18 AM,101,0,94,30.1698,W,29,0.0900,N,-94.502830,29.001500,0,19.1,0.98132,https://www.ncei.noaa.gov/waf/hypoxia-waf/documents/hypoxia/DataPlots/2007/Temperature/101C01_proc.jpg,https://www.ncei.noaa.gov/waf/hypoxia-waf/documents/hypoxia/DataPlots/2007/Fluorescence/101C01_proc_flS_xmiss_density.jpg
OREGON II,276,6/25/2007,05:02 AM,102,0,94,19.0998,W,28,56.5200,N,-94.318330,28.942000,0,20.2,2.49456,https://www.ncei.noaa.gov/waf/hypoxia-waf/documents/hypoxia/DataPlots/2007/Temperature/102C01_proc.jpg,https://www.ncei.noaa.gov/waf/hypoxia-waf/documents/hypoxia/DataPlots/2007/Fluorescence/102C01_proc_flS_xmiss_density.jpg
OREGON II,276,6/25/2007,10:08 AM,104,0,93,59.3502,W,29,3.8598,N,-93.989170,29.064330,0,20.1,2.69268,https://www.ncei.noaa.gov/waf/hypoxia-waf/documents/hypoxia/DataPlots/2007/Temperature/104C01_proc.jpg,https://www.ncei.noaa.gov/waf/hypoxia-waf/documents/hypoxia/DataPlots/2007/Fluorescence/104C01_proc_flS_xmiss_density.jpg
OREGON II,276,6/25/2007,01:02 PM,105,0,94,5.5500,W,28,43.7700,N,-94.092500,28.729500,0,27.5,3.48091,https://www.ncei.noaa.gov/waf/hypoxia-waf/documents/hypoxia/DataPlots/2007/Temperature/105C01_proc.jpg,https://www.ncei.noaa.gov/waf/hypoxia-waf/documents/hypoxia/DataPlots/2007/Fluorescence/105C01_proc_flS_xmiss_density.jpg
OREGON II,276,6/25/2007,04:37 PM,106,0,93,45.8598,W,28,39.9000,N,-93.764330,28.665000,0,28.5,4.48122,https://www.ncei.noaa.gov/waf/hypoxia-waf/documents/hypoxia/DataPlots/2007/Temperature/106C01_proc.jpg,https://www.ncei.noaa.gov/waf/hypoxia-waf/documents/hypoxia/DataPlots/2007/Fluorescence/106C01_proc_flS_xmiss_density.jpg
OREGON II,276,6/25/2007,06:50 PM,107,0,93,51.1902,W,28,35.2800,N,-93.853170,28.588000,0,34.9,5.31395,https://www.ncei.noaa.gov/waf/hypoxia-waf/documents/hypoxia/DataPlots/2007/Temperature/107C01_proc.jpg,https://www.ncei.noaa.gov/waf/hypoxia-waf/documents/hypoxia/DataPlots/2007/Fluorescence/107C01_proc_flS_xmiss_density.jpg
OREGON II,276,6/25/2007,08:18 PM,108,0,93,51.7998,W,28,31.1598,N,-93.863330,28.519330,0,40.7,5.43004,https://www.ncei.noaa.gov/waf/hypoxia-waf/documents/hypoxia/DataPlots/2007/Temperature/108C01_proc.jpg,https://www.ncei.noaa.gov/waf/hypoxia-waf/documents/hypoxia/DataPlots/2007/Fluorescence/108C01_proc_flS_xmiss_density.jpg
OREGON II,276,6/25/2007,11:32 PM,110,0,94,0.0102,W,28,29.8698,N,-94.000170,28.497830,0,40.5,5.69371,https://www.ncei.noaa.gov/waf/hypoxia-waf/documents/hypoxia/DataPlots/2007/Temperature/110C01_proc.jpg,https://www.ncei.noaa.gov/waf/hypoxia-waf/documents/hypoxia/DataPlots/2007/Fluorescence/110C01_proc_flS_xmiss_density.jpg
OREGON II,276,6/26/2007,01:20 AM,111,0,93,47.3502,W,28,27.7002,N,-93.789170,28.461670,0,45.9,5.61328,https://www.ncei.noaa.gov/waf/hypoxia-waf/documents/hypoxia/DataPlots/2007/Temperature/111C01_proc.jpg,https://www.ncei.noaa.gov/waf/hypoxia-waf/documents/hypoxia/DataPlots/2007/Fluorescence/111C01_proc_flS_xmiss_density.jpg
OREGON II,276,6/26/2007,06:28 AM,113,0,93,56.1198,W,28,39.9402,N,-93.935330,28.665670,0,29.4,5.12686,https://www.ncei.noaa.gov/waf/hypoxia-waf/documents/hypoxia/DataPlots/2007/Temperature/113C01_proc.jpg,https://www.ncei.noaa.gov/waf/hypoxia-waf/documents/hypoxia/DataPlots/2007/Fluorescence/113C01_proc_flS_xmiss_density.jpg
OREGON II,276,6/26/2007,11:38 AM,114,0,94,25.7598,W,28,39.4002,N,-94.429330,28.656670,0,30.3,4.66225,https://www.ncei.noaa.gov/waf/hypoxia-waf/documents/hypoxia/DataPlots/2007/Temperature/114C01_proc.jpg,https://www.ncei.noaa.gov/waf/hypoxia-waf/documents/hypoxia/DataPlots/2007/Fluorescence/114C01_proc_flS_xmiss_density.jpg
OREGON II,276,6/26/2007,12:57 PM,115,0,94,29.9598,W,28,30.0900,N,-94.499330,28.501500,0,37.0,4.64655,https://www.ncei.noaa.gov/waf/hypoxia-waf/documents/hypoxia/DataPlots/2007/Temperature/115C01_proc.jpg,https://www.ncei.noaa.gov/waf/hypoxia-waf/documents/hypoxia/DataPlots/2007/Fluorescence/115C01_proc_flS_xmiss_density.jpg
OREGON II,276,6/26/2007,04:01 PM,116,0,94,44.2002,W,28,48.4398,N,-94.736670,28.807330,0,21.8,3.81054,https://www.ncei.noaa.gov/waf/hypoxia-waf/documents/hypoxia/DataPlots/2007/Temperature/116C01_proc.jpg,https://www.ncei.noaa.gov/waf/hypoxia-waf/documents/hypoxia/DataPlots/2007/Fluorescence/116C01_proc_flS_xmiss_density.jpg
OREGON II,276,6/26/2007,06:25 PM,117,0,94,42.9000,W,28,36.5802,N,-94.715000,28.609670,0,31.1,4.16815,https://www.ncei.noaa.gov/waf/hypoxia-waf/documents/hypoxia/DataPlots/2007/Temperature/117C01_proc.jpg,https://www.ncei.noaa.gov/waf/hypoxia-waf/documents/hypoxia/DataPlots/2007/Fluorescence/117C01_proc_flS_xmiss_density.jpg
OREGON II,276,6/26/2007,10:03 PM,118,0,95,2.7900,W,28,21.1602,N,-95.046500,28.352670,0,36.4,5.40306,https://www.ncei.noaa.gov/waf/hypoxia-waf/documents/hypoxia/DataPlots/2007/Temperature/118C01_proc.jpg,https://www.ncei.noaa.gov/waf/hypoxia-waf/documents/hypoxia/DataPlots/2007/Fluorescence/118C01_proc_flS_xmiss_density.jpg
OREGON II,276,6/27/2007,01:39 AM,119,0,95,12.8202,W,28,18.9498,N,-95.213670,28.315830,0,35.1,5.12496,https://www.ncei.noaa.gov/waf/hypoxia-waf/documents/hypoxia/DataPlots/2007/Temperature/119C01_proc.jpg,https://www.ncei.noaa.gov/waf/hypoxia-waf/documents/hypoxia/DataPlots/2007/Fluorescence/119C01_proc_flS_xmiss_density.jpg
OREGON II,276,6/27/2007,02:57 AM,120,0,95,2.8002,W,28,21.5802,N,-95.046670,28.359670,0,36.6,5.37781,https://www.ncei.noaa.gov/waf/hypoxia-waf/documents/hypoxia/DataPlots/2007/Temperature/120C01_proc.jpg,https://www.ncei.noaa.gov/waf/hypoxia-waf/documents/hypoxia/DataPlots/2007/Fluorescence/120C01_proc_flS_xmiss_density.jpg
OREGON II,276,6/27/2007,06:32 AM,122,0,95,1.1598,W,28,15.6300,N,-95.019330,28.260500,0,46.3,6.04169,https://www.ncei.noaa.gov/waf/hypoxia-waf/documents/hypoxia/DataPlots/2007/Temperature/122C01_proc.jpg,https://www.ncei.noaa.gov/waf/hypoxia-waf/documents/hypoxia/DataPlots/2007/Fluorescence/122C01_proc_flS_xmiss_density.jpg
OREGON II,276,6/27/2007,08:26 AM,123,0,95,4.3800,W,28,32.8002,N,-95.073000,28.546670,0,31.6,4.33357,https://www.ncei.noaa.gov/waf/hypoxia-waf/documents/hypoxia/DataPlots/2007/Temperature/123C01_proc.jpg,https://www.ncei.noaa.gov/waf/hypoxia-waf/documents/hypoxia/DataPlots/2007/Fluorescence/123C01_proc_flS_xmiss_density.jpg
OREGON II,276,6/27/2007,11:29 AM,124,0,95,6.5100,W,28,40.6302,N,-95.108500,28.677170,0,25.5,0.74639,https://www.ncei.noaa.gov/waf/hypoxia-waf/documents/hypoxia/DataPlots/2007/Temperature/124C01_proc.jpg,https://www.ncei.noaa.gov/waf/hypoxia-waf/documents/hypoxia/DataPlots/2007/Fluorescence/124C01_proc_flS_xmiss_density.jpg
OREGON II,276,6/27/2007,08:08 PM,125,0,94,52.3098,W,29,10.3098,N,-94.871830,29.171830,0,12.8,5.14282,https://www.ncei.noaa.gov/waf/hypoxia-waf/documents/hypoxia/DataPlots/2007/Temperature/125C01_proc.jpg,https://www.ncei.noaa.gov/waf/hypoxia-waf/documents/hypoxia/DataPlots/2007/Fluorescence/125C01_proc_flS_xmiss_density.jpg
